,LINE,STATUS,COUNT,SIGNATURE,LEMMA,DIAC_AR,DIAC,FREQ,QC,Comments,PATTERN,STEM,BW,GLOSS,COND-S,COND-T,PREF-CAT,STEM-CAT,SUFF-CAT,FEATS,DEBUG,COLOR
1355,901,OK-ONE,1,VERB.I2FS.PI,bAn-i_1,تُبانِينَ,tubAniyna,5,OK,,1aAo3,[bin](0)[biyn](1)[ban](2)[bAn](3),t/IV2FS+u/STEM+bAn/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,appear;be_evident,[a-# #n intrans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1356,1109,OK-ONE,1,VERB.I2FS.PI,baqiy-a_1,تُبْقَينَ,tuboqayna,253,OK,,1a2iy,[boq](0)[boq](1),t/IV2FS+u/STEM+boq/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,remain;last,[a-# #-aY trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1357,1057,OK-ONE,1,VERB.I2FS.PI,daEA-u_1,تُدْعَينَ,tudoEayna,132,OK,,1a2aA,[doE](0)[doE](1),t/IV2FS+u/STEM+doE/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,call;invite,[a-# #-uw trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1358,1005,OK-ONE,1,VERB.I2FS.PI,EAnaY_1,تُعانَينَ,tuEAnayna,180,OK,,1A2aY,[EAn](0)[EAn](1),t/IV2FS+u/STEM+EAn/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,suffer,[u-# #-iy trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1359,2409,OK-ONE,1,VERB.I2FS.PI,fAja>_1,تُفاجَئِينَ,tufAja}iyna,25,OK,,1A2a>,[fAji}](0)[fAj](1),t/IV2FS+u/STEM+fAj/IV_PASS+a}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,surprise,[u-# trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-a>+y-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+u-suff+A-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1360,2617,OK-ONE,1,VERB.I2FS.PI,Hay~-a_1,تُحْيَيَينَ,tuHoyayayna,2,OK,,1ay~,[Hoy](0)[Hoy](1),t/IV2FS+u/STEM+Hoy/IV_PASS+ay/STEM+ayna/IVSUFF_SUBJ:2FS_MOOD:I,live;experience;witness,[a-# #-aA trans](0)[u-# #-aA intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aA+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aA+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1361,2565,OK-ONE,1,VERB.I2FS.PI,hay~a>_1,تُهَيَّأَئِينَ,tuhay~a>a}iyna,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),t/IV2FS+u/STEM+hay~a>/IV_PASS+a}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,mobilize;prepare,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-a>+y-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+u-suff+A-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1362,2461,OK-ONE,1,VERB.I2FS.PI,jA'_1,تُجائِينَ,tujA}iyna,3,OK,,1aAo>,[j](0)[j](1),t/IV2FS+u/STEM+j/IV_PASS+A}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,arrive;come;occur,[a-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-A'+y-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+z-suff||A-suff+c-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1363,797,OK-ONE,1,VERB.I2FS.PI,kAn-u_1,تُكُونِينَ,tukuwniyna,16,OK,,1aAo3,[kun](0)[kuwn](1)[kan](2)[kuwn](3),t/IV2FS+u/STEM+kuwn/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be,[a-# #n trans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1364,2669,OK-ONE,1,VERB.I2FS.PI,lab~an_1,تُلَبَّنِينَ,tulab~aniyna,1,OK,,1a2~a3,[lab~in](0)[lab~an](1),t/IV2FS+u/STEM+lab~an/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,make_brick,[u-# #n intrans](0)(1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1365,2721,OK-ONE,1,VERB.I2FS.PI,na>aY-a_1,تُنْأَِينَ,tuno>aiyna,2,OK,,1a>aY,[no](0)[no](1),t/IV2FS+u/STEM+no/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_distant;go_away,[a-# #->ay trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#->ay+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#->ay]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#-aY+#-uw'+#-u&+#-iy'+#-iy+z-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1366,329,OK-ONE,1,VERB.I2FS.PI,qAl-u_1,تُقالِينَ,tuqAliyna,295,OK,,1aAo3,[qul](0)[quwl](1)[qal](2)[qAl](3),t/IV2FS+u/STEM+qAl/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,say,[a-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1367,2773,OK-ONE,1,VERB.I2FS.PI,ta>ab~aY_1,تُتَأَبَّينَ,tuta>ab~ayna,3,OK,,ta>a2~aY,[ta>ab~](0)[ta>ab~](1),t/IV2FS+u/STEM+ta>ab~/IV_PASS+ayna/IVSUFF_SUBJ:2FS_MOOD:I,decline,[a-# #-aY gem trans](0)[u-# #-aY gem intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-aY+gem+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:y-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1368,2825,OK-ONE,1,VERB.I2FS.PI,tajaz~a>_1,تُتَجَزَّئِينَ,tutajaz~a}iyna,11,OK,,ta1a2~a>,[tajaz~](0)[tajaz~](1),t/IV2FS+u/STEM+tajaz~/IV_PASS+a}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_divided;be_separated,[a-# #-a> gem intrans](0)[u-# #-a> gem intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-a>+gem+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-a>+y-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+u-suff+A-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1369,589,OK-ONE,1,VERB.I2FS.PI,tamak~an_1,تُتَمَكَّنِينَ,tutamak~aniyna,85,OK,,ta1a2~a3,[tamak~an](0)[tamak~an](1),t/IV2FS+u/STEM+tamak~an/IV_PASS+iyna/IVSUFF_SUBJ:2FS_MOOD:I,be_capable_of;be_able_to,[a-# #n intrans](0)[u-# #n intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1370,2513,OK-ONE,1,VERB.I2FS.PI,Tara>-a_1,تُطْرَئِينَ,tuTora}iyna,22,OK,,1a2a>,[Tor](0)[Tor](1),t/IV2FS+u/STEM+Tor/IV_PASS+a}/STEM+iyna/IVSUFF_SUBJ:2FS_MOOD:I,occur;happen,[a-# #-a> intrans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:#-a>+y-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+u-suff+A-suff+#-aY||#-aA],pos:verb asp:i vox:p per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
1371,370,OK-ONE,1,VERB.I2MP.AI,{ixotaba>_1,تَخْتَبِئُونَ,taxotabi}uwna,4,OK,,{i1ota2a>,[xotabi}](0)[xotaba>](1),t/IV2MP+a/STEM+xotabi}/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,hide;disappear;be_hidden,[a-# trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+trans]_[CT:a-#]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1372,1410,OK-ONE,1,VERB.I2MP.AI,>a*iy-a_1,تَأذَونَ,ta>*awna,1,OK,,>a2iy,[*](0)[*](1),t/IV2MP+a>/STEM+*/IV+awna/IVSUFF_SUBJ:2MP_MOOD:I,suffer_damage,[a-# >-# #-aY trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+>-#+#-aY+defective+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I2MP.I]_[CS:w-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1373,1514,OK-ONE,1,VERB.I2MP.AI,>a$an~_1,تُشِنُّونَ,tu$in~uwna,5,OK,,>a1a2~,[$in~](0)[$onin](1)[$an~](2)[$onan](3),t/IV2MP+u/STEM+$in~/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,wage;launch,[u-# #n gem trans](0)(1)[u-# #n gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+gem+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1374,1670,OK-ONE,1,VERB.I2MP.AI,>abaY-a_1,تَأبَونَ,ta>bawna,1,OK,,>a2aY,[b](0)[b](1),t/IV2MP+a>/STEM+b/IV+awna/IVSUFF_SUBJ:2MP_MOOD:I,deny;refuse,[a-# >-# #-aY trans](0)[u-# >-# #-aY intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+>-#+#-aY+defective+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I2MP.I]_[CS:w-suff]_[CT:#-aY+w-suff||y-suff+#-aY||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+z-suff],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1375,1254,OK-ONE,1,VERB.I2MP.AI,>aDAf_1,تُضِيفُونَ,tuDiyfuwna,104,OK,,>a1aAo3,[Dif](0)[Diyf](1)[Daf](2)[DAf](3),t/IV2MP+u/STEM+Diyf/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,add,[u-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+hollow+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1376,1722,OK-ONE,1,VERB.I2MP.AI,>aDaj~_1,تُضِجُّونَ,tuDij~uwna,7,OK,,>a1a2~,[Dij~](0)[Dojij](1)[Daj~](2)[Dojaj](3),t/IV2MP+u/STEM+Dij~/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,be_noisy;clamor,[u-# gem trans](0)[u-# gem intrans](1)(2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+gem+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1377,1618,OK-ONE,1,VERB.I2MP.AI,>adAn_1,تُدِينُونَ,tudiynuwna,7,OK,,>a1aAo3,[din](0)[diyn](1)[dan](2)[dAn](3),t/IV2MP+u/STEM+diyn/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,condemn;censure,[u-# #n trans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1378,1462,OK-ONE,1,VERB.I2MP.AI,>aEolan_1,تُعْلِنُونَ,tuEolinuwna,152,OK,,>a1o2a3,[Eolin](0)[Eolan](1),t/IV2MP+u/STEM+Eolin/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,announce;declare,[u-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+trans]_[CT:u-#]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1379,1774,OK-ONE,1,VERB.I2MP.AI,>agAm_1,تُغِيمُونَ,tugiymuwna,2,OK,,>a1aAo3,[gim](0)[giym](1)[gam](2)[gAm](3),t/IV2MP+u/STEM+giym/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,become_overcast/blurred,[u-# intrans](0)(1)(2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
1380,1202,OK-ONE,1,VERB.I2MP.AI,>am~an_1,تُؤَمِّنُونَ,tu&am~inuwna,3,OK,,>a2~a3,[&am~in](0)[&am~an](1),t/IV2MP+u/STEM+&am~in/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,insure;guarantee;secure,[u-# #n trans](0)[u-# >-a# #n intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#n+trans]_[CT:u-#]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1381,1358,OK-ONE,1,VERB.I2MP.AI,>amin-a_1,تَأمَنُونَ,ta>manuwna,4,OK,,>a2i3,[man](0)[man](1),t/IV2MP+a>/STEM+man/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,be_safe;be_secure,[a-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+>-#+#n+trans]_[CT:a-#+>-#]_[CF:h-pref],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1382,1930,OK-ONE,1,VERB.I2MP.AI,>anuv-u_1,تَأنُثُونَ,ta>nuvuwna,1,OK,,>a2u3,[nuv](0)[nuv](1),t/IV2MP+a>/STEM+nuv/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,be_feminine;be_effeminate,[a-# >-# intrans](0)[u-# intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+>-#+intrans]_[CT:a-#+>-#]_[CF:h-pref],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
1383,1306,OK-ONE,1,VERB.I2MP.AI,>aqar~_1,تُقِرُّونَ,tuqir~uwna,76,OK,,>a1a2~,[qorir](0)[qir~](1)[qorar](2)[qar~](3),t/IV2MP+u/STEM+qir~/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,ratify;accept,[u-# gem trans](0)(1)[u-# gem intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+gem+trans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
1384,1982,OK-ONE,1,VERB.I2MP.AI,>aro>aY_1,تُرْؤُونَ,turo&uwna,3,OK,,>a1o>aY,[ro](0)[ro](1),t/IV2MP+u/STEM+ro/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,show;demonstrate,[u-# #-}iy trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+#-}iy+defective+trans]_[CT:u-#]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:#-}iy+w-suff]_[CF:#-A'+#-a>+#-uw+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
